-,210-B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,301-B,MED - 7 (GSA213_1),MED - 7 (GSA214_1),MED - 7 (GSA287_1),MED - 7 (GCS239_11),MED - 7 (GSA186_1),-,MED - 7 (GSA217_1),MED - 7 (GSA214_1) | MED - 5 (GSA284_1),MED - 7 (GSA215_1),MED - 7 (GSA216_1),MED - 7 (GSA215_1),-,-,MED - 7 (GSA213_1),-,MED - 7 (GSA216_1),-,-
-,302-B,MED - 3 (GSA168_1),MED - 3 (GSA280_1),-,MED - 3 (GSA168_1),-,-,MED - 3 (GSA280_1),MED - 3 (GSA280_1),MED - 3 (GSA169_1),MED - 3 (GSA167_1),-,-,-,-,-,-,-,-
-,303-B,MED - 1 (GSA140_1) | MED - 1 (GSA271_1),MED - 1 (GSA271_1) | MED - 3 (GSA280_1),MED - 1 (GSA140_1),MED - 1 (GCH290_13),MED - 1 (GSA271_1),-,MED - 1 (GCH293_8) | MED - opt (GSA299_1),MED - 1 (GSA142_1),MED - 1 (GSA271_1),MED - 1 (GSA142_1),MED - 1 (GSA143_1) | MED - 1 (GSA268_1),-,MED - opt (GSA299_1),-,MED - opt (GLA192_1),MED - 3 (GSA281_1),MED - 1 (GLA104_8),-
-,304-B,MED - 5 (GSA193_1),MED - 5 (GSA191_1),MED - 3 (GSA171_1),MED - 5 (GSA189_1),MED - 5 (GSA192_1),-,MED - 5 (GSA188_1) | MED - 5 (GSA193_1) | MED - 9 (GSA296_1),MED - 3 (GSA167_1) | MED - 5 (GSA191_1),MED - 5 (GSA188_1),MED - 5 (GSA190_1) | MED - 5 (GSA283_1),MED - 5 (GSA189_1),-,MED - 9 (GSA296_1),-,MED - 5 (GSA192_1),MED - 5 (GSA190_1) | MED - 5 (GSA283_1),-,-
-,305-B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,308-B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,309-B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,310-B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,103-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,105-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,215-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,216-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,217-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,218-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,302-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,311-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,311-DE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,109-DE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,110-DE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
